claim_id,ulpin,claimant_name,relation_to_recorded_owner,blood_relation,proof_status,proof_document,claimed_share_pct,verification_status,claim_filed_on
SC-22-018-015-281782-2,22-018-015-281782,Claimant 2,Widow,True,Undocumented,Oral claim only,25.0,Pending Verification,2024-06-11
SC-22-018-015-281782-3,22-018-015-281782,Claimant 3,Nephew,True,Documented,Registered Will,23.3,Verified,2024-06-11
SC-22-018-015-281782-4,22-018-015-281782,Claimant 4,Daughter,True,Documented,Mutation Entry (RoR),32.2,Verified,2024-06-11
SC-36-011-008-403302-1,36-011-008-403302,Claimant 1,Sister,True,Undocumented,Oral claim only,85.2,Pending Verification,2025-02-10
SC-23-033-004-337896-1,23-033-004-337896,Claimant 1,Sister,True,Documented,Legal Heir Certificate,47.0,Verified,2025-09-26
SC-23-033-004-337896-2,23-033-004-337896,Claimant 2,Adopted Son,True,Undocumented,Oral claim only,39.6,Pending Verification,2025-09-26
SC-33-045-005-622277-1,33-045-005-622277,Claimant 1,Son,True,Undocumented,Panchayat attestation,65.8,Pending Verification,2024-10-02
SC-33-045-005-622277-2,33-045-005-622277,Claimant 2,Widow,False,Documented,Succession Certificate,26.5,Verified,2024-10-02
SC-33-031-005-708302-1,33-031-005-708302,Claimant 1,Widow,True,Documented,Partition Deed,73.7,Verified,2026-08-13
SC-21-012-016-573987-1,21-012-016-573987,Claimant 1,Brother,True,Documented,Succession Certificate,41.3,Verified,2025-05-12
SC-21-012-016-573987-2,21-012-016-573987,Claimant 2,Adopted Son,True,Documented,Mutation Entry (RoR),27.5,Verified,2025-05-12
SC-21-012-016-573987-3,21-012-016-573987,Claimant 3,Adopted Son,True,Documented,Mutation Entry (RoR),31.200000000000003,Verified,2025-05-12
SC-22-014-013-660569-1,22-014-013-660569,Claimant 1,Grandson,True,Documented,Mutation Entry (RoR),63.1,Verified,2026-07-22
SC-33-045-015-960454-1,33-045-015-960454,Claimant 1,Sister,True,Documented,Legal Heir Certificate,62.6,Verified,2024-11-20
SC-33-045-015-960454-2,33-045-015-960454,Claimant 2,Step-son,True,Documented,Succession Certificate,26.8,Verified,2024-11-20
SC-09-031-024-799118-1,09-031-024-799118,Claimant 1,Widow,True,Undocumented,"Affidavit, unverified",24.5,Pending Verification,2025-11-01
SC-09-031-024-799118-2,09-031-024-799118,Claimant 2,Adopted Son,True,Documented,Partition Deed,25.5,Verified,2025-11-01
SC-09-031-024-799118-3,09-031-024-799118,Claimant 3,Brother,True,Documented,Mutation Entry (RoR),15.1,Verified,2025-11-01
SC-09-031-024-799118-4,09-031-024-799118,Claimant 4,Adopted Son,True,Documented,Succession Certificate,34.9,Verified,2025-11-01
SC-33-031-011-842506-1,33-031-011-842506,Claimant 1,Son,True,Undocumented,"Affidavit, unverified",20.3,Pending Verification,2026-03-24
SC-33-031-011-842506-2,33-031-011-842506,Claimant 2,Son,True,Documented,Partition Deed,30.9,Verified,2026-03-24
SC-33-031-011-842506-3,33-031-011-842506,Claimant 3,Grandson,True,Documented,Succession Certificate,34.1,Verified,2026-03-24
SC-33-031-011-842506-4,33-031-011-842506,Claimant 4,Nephew,True,Documented,Registered Will,14.700000000000003,Verified,2026-03-24
SC-09-044-011-678937-1,09-044-011-678937,Claimant 1,Son,True,Undocumented,Panchayat attestation,15.5,Pending Verification,2024-12-04
SC-09-044-011-678937-2,09-044-011-678937,Claimant 2,Brother,False,Documented,Registered Will,38.7,Verified,2024-12-04
SC-09-044-011-678937-3,09-044-011-678937,Claimant 3,Adopted Son,True,Contested,Civil suit pending,15.6,Referred to Revenue Court,2024-12-04
SC-09-044-011-678937-4,09-044-011-678937,Claimant 4,Nephew,True,Contested,Competing Will produced,30.199999999999996,Referred to Revenue Court,2024-12-04
SC-21-026-004-937999-1,21-026-004-937999,Claimant 1,Step-son,True,Documented,Partition Deed,43.1,Verified,2026-06-18
SC-21-026-004-937999-2,21-026-004-937999,Claimant 2,Brother,False,Contested,Competing Will produced,22.3,Referred to Revenue Court,2026-06-18
SC-21-026-004-937999-3,21-026-004-937999,Claimant 3,Son,True,Documented,Registered Will,34.599999999999994,Verified,2026-06-18
SC-22-014-003-019606-1,22-014-003-019606,Claimant 1,Widow,True,Documented,Registered Will,54.5,Verified,2025-05-12
SC-22-014-003-019606-2,22-014-003-019606,Claimant 2,Widow,True,Documented,Partition Deed,45.5,Verified,2025-05-12
SC-36-027-006-854589-1,36-027-006-854589,Claimant 1,Son,False,Documented,Legal Heir Certificate,84.6,Verified,2025-11-30
SC-21-026-015-050123-1,21-026-015-050123,Claimant 1,Nephew,True,Documented,Partition Deed,78.1,Verified,2025-01-31
SC-33-014-001-688634-1,33-014-001-688634,Claimant 1,Step-son,True,Contested,Competing Will produced,18.0,Referred to Revenue Court,2025-03-20
SC-33-014-001-688634-2,33-014-001-688634,Claimant 2,Son,True,Contested,Competing Will produced,37.1,Referred to Revenue Court,2025-03-20
SC-33-014-001-688634-3,33-014-001-688634,Claimant 3,Son,True,Documented,Partition Deed,19.9,Verified,2025-03-20
SC-33-014-001-688634-4,33-014-001-688634,Claimant 4,Sister,False,Documented,Succession Certificate,20.5,Verified,2025-03-20
SC-36-027-021-927366-1,36-027-021-927366,Claimant 1,Widow,True,Documented,Mutation Entry (RoR),29.0,Verified,2026-07-28
SC-36-027-021-927366-2,36-027-021-927366,Claimant 2,Step-son,True,Documented,Legal Heir Certificate,27.5,Verified,2026-07-28
SC-36-027-021-927366-3,36-027-021-927366,Claimant 3,Daughter,True,Undocumented,Panchayat attestation,38.1,Pending Verification,2026-07-28
SC-36-027-012-620266-1,36-027-012-620266,Claimant 1,Son,True,Documented,Mutation Entry (RoR),27.6,Verified,2024-11-01
SC-36-027-012-620266-2,36-027-012-620266,Claimant 2,Adopted Son,False,Contested,Competing Will produced,37.0,Referred to Revenue Court,2024-11-01
SC-36-027-012-620266-3,36-027-012-620266,Claimant 3,Step-son,False,Undocumented,Oral claim only,35.400000000000006,Pending Verification,2024-11-01
SC-33-045-007-735680-1,33-045-007-735680,Claimant 1,Son,True,Undocumented,"Affidavit, unverified",46.6,Pending Verification,2026-02-20
SC-33-045-007-735680-2,33-045-007-735680,Claimant 2,Nephew,True,Documented,Legal Heir Certificate,29.0,Verified,2026-02-20
SC-33-045-007-735680-3,33-045-007-735680,Claimant 3,Brother,True,Documented,Partition Deed,24.4,Verified,2026-02-20
SC-33-031-024-214066-1,33-031-024-214066,Claimant 1,Nephew,True,Documented,Registered Will,40.0,Verified,2025-01-02
SC-33-031-024-214066-2,33-031-024-214066,Claimant 2,Step-son,True,Undocumented,Panchayat attestation,60.0,Pending Verification,2025-01-02
SC-29-022-018-697458-1,29-022-018-697458,Claimant 1,Widow,False,Undocumented,Panchayat attestation,69.4,Pending Verification,2026-03-17
SC-27-037-015-638180-1,27-037-015-638180,Claimant 1,Sister,True,Undocumented,Oral claim only,27.4,Pending Verification,2026-08-14
SC-27-037-015-638180-2,27-037-015-638180,Claimant 2,Adopted Son,True,Undocumented,Oral claim only,32.6,Pending Verification,2026-08-14
SC-27-037-015-638180-3,27-037-015-638180,Claimant 3,Brother,True,Documented,Succession Certificate,18.6,Verified,2026-08-14
SC-27-037-015-638180-4,27-037-015-638180,Claimant 4,Daughter,True,Undocumented,Panchayat attestation,21.39999999999999,Pending Verification,2026-08-14
SC-09-015-020-941039-1,09-015-020-941039,Claimant 1,Nephew,True,Contested,Disputed mutation,20.7,Referred to Revenue Court,2026-01-15
SC-09-015-020-941039-2,09-015-020-941039,Claimant 2,Widow,True,Undocumented,"Affidavit, unverified",29.7,Pending Verification,2026-01-15
SC-09-015-020-941039-3,09-015-020-941039,Claimant 3,Daughter,True,Documented,Registered Will,20.1,Verified,2026-01-15
SC-09-015-020-941039-4,09-015-020-941039,Claimant 4,Adopted Son,True,Undocumented,"Affidavit, unverified",29.499999999999993,Pending Verification,2026-01-15
SC-22-002-019-299770-1,22-002-019-299770,Claimant 1,Adopted Son,False,Documented,Succession Certificate,44.3,Verified,2024-12-04
SC-22-002-019-299770-2,22-002-019-299770,Claimant 2,Daughter,True,Documented,Succession Certificate,34.2,Verified,2024-12-04
SC-22-002-019-299770-3,22-002-019-299770,Claimant 3,Step-son,True,Documented,Legal Heir Certificate,21.5,Verified,2024-12-04
SC-29-009-019-414479-1,29-009-019-414479,Claimant 1,Daughter,False,Documented,Succession Certificate,43.9,Verified,2024-06-06
SC-29-009-019-414479-2,29-009-019-414479,Claimant 2,Widow,False,Undocumented,"Affidavit, unverified",30.4,Pending Verification,2024-06-06
SC-29-009-019-414479-3,29-009-019-414479,Claimant 3,Son,True,Documented,Partition Deed,18.9,Verified,2024-06-06
SC-27-001-015-405987-1,27-001-015-405987,Claimant 1,Step-son,True,Documented,Succession Certificate,49.6,Verified,2025-04-30
SC-27-001-015-405987-2,27-001-015-405987,Claimant 2,Nephew,True,Contested,Disputed mutation,50.4,Referred to Revenue Court,2025-04-30
SC-23-028-006-699935-1,23-028-006-699935,Claimant 1,Son,True,Undocumented,Oral claim only,61.2,Pending Verification,2025-06-13
SC-23-028-006-699935-2,23-028-006-699935,Claimant 2,Nephew,True,Contested,Disputed mutation,38.8,Referred to Revenue Court,2025-06-13
SC-36-019-018-438600-1,36-019-018-438600,Claimant 1,Daughter,True,Documented,Partition Deed,22.4,Verified,2025-06-05
SC-36-019-018-438600-2,36-019-018-438600,Claimant 2,Brother,True,Documented,Legal Heir Certificate,27.4,Verified,2025-06-05
SC-36-019-018-438600-3,36-019-018-438600,Claimant 3,Sister,True,Contested,Civil suit pending,30.3,Referred to Revenue Court,2025-06-05
SC-33-045-023-585144-1,33-045-023-585144,Claimant 1,Grandson,True,Documented,Succession Certificate,53.8,Verified,2026-01-20
SC-33-045-023-585144-2,33-045-023-585144,Claimant 2,Son,True,Undocumented,"Affidavit, unverified",38.2,Pending Verification,2026-01-20
SC-29-022-023-972424-1,29-022-023-972424,Claimant 1,Nephew,True,Undocumented,Panchayat attestation,60.6,Pending Verification,2024-11-06
SC-29-022-023-972424-2,29-022-023-972424,Claimant 2,Daughter,False,Contested,Competing Will produced,34.1,Referred to Revenue Court,2024-11-06
SC-09-031-014-618305-1,09-031-014-618305,Claimant 1,Step-son,True,Documented,Legal Heir Certificate,19.9,Verified,2025-05-11
SC-09-031-014-618305-2,09-031-014-618305,Claimant 2,Grandson,True,Contested,Competing Will produced,26.6,Referred to Revenue Court,2025-05-11
SC-09-031-014-618305-3,09-031-014-618305,Claimant 3,Sister,True,Contested,Competing Will produced,16.2,Referred to Revenue Court,2025-05-11
SC-09-031-014-618305-4,09-031-014-618305,Claimant 4,Widow,True,Documented,Partition Deed,37.3,Verified,2025-05-11
SC-27-001-022-863752-1,27-001-022-863752,Claimant 1,Widow,True,Documented,Registered Will,59.9,Verified,2026-04-05
SC-27-001-022-863752-2,27-001-022-863752,Claimant 2,Son,True,Documented,Mutation Entry (RoR),25.9,Verified,2026-04-05
SC-33-031-022-233231-1,33-031-022-233231,Claimant 1,Sister,False,Contested,Disputed mutation,85.6,Referred to Revenue Court,2026-02-20
SC-09-015-018-017810-1,09-015-018-017810,Claimant 1,Widow,False,Documented,Legal Heir Certificate,41.8,Verified,2025-01-05
SC-09-015-018-017810-2,09-015-018-017810,Claimant 2,Widow,False,Documented,Partition Deed,35.0,Verified,2025-01-05
SC-09-015-018-017810-3,09-015-018-017810,Claimant 3,Nephew,True,Undocumented,"Affidavit, unverified",23.200000000000003,Pending Verification,2025-01-05
SC-29-018-014-922306-1,29-018-014-922306,Claimant 1,Step-son,True,Documented,Partition Deed,49.3,Verified,2025-11-15
SC-29-018-014-922306-2,29-018-014-922306,Claimant 2,Step-son,True,Documented,Legal Heir Certificate,50.7,Verified,2025-11-15
SC-36-019-007-248099-1,36-019-007-248099,Claimant 1,Daughter,True,Documented,Registered Will,18.0,Verified,2026-02-17
SC-36-019-007-248099-2,36-019-007-248099,Claimant 2,Nephew,True,Undocumented,Oral claim only,21.1,Pending Verification,2026-02-17
SC-36-019-007-248099-3,36-019-007-248099,Claimant 3,Grandson,True,Undocumented,Oral claim only,27.3,Pending Verification,2026-02-17
SC-36-019-007-248099-4,36-019-007-248099,Claimant 4,Nephew,True,Contested,Disputed mutation,33.599999999999994,Referred to Revenue Court,2026-02-17
SC-21-005-020-459268-1,21-005-020-459268,Claimant 1,Daughter,True,Contested,Civil suit pending,100.0,Referred to Revenue Court,2026-02-07
SC-09-002-019-518833-1,09-002-019-518833,Claimant 1,Widow,True,Documented,Succession Certificate,47.9,Verified,2025-05-13
SC-09-002-019-518833-2,09-002-019-518833,Claimant 2,Adopted Son,True,Documented,Succession Certificate,52.1,Verified,2025-05-13
SC-36-003-016-652606-1,36-003-016-652606,Claimant 1,Grandson,True,Documented,Legal Heir Certificate,26.5,Verified,2024-09-13
SC-36-003-016-652606-2,36-003-016-652606,Claimant 2,Step-son,True,Documented,Partition Deed,23.2,Verified,2024-09-13
SC-36-003-016-652606-3,36-003-016-652606,Claimant 3,Son,True,Documented,Registered Will,30.4,Verified,2024-09-13
SC-36-003-016-652606-4,36-003-016-652606,Claimant 4,Daughter,True,Documented,Succession Certificate,16.1,Verified,2024-09-13
SC-21-012-004-001947-1,21-012-004-001947,Claimant 1,Adopted Son,True,Contested,Civil suit pending,69.0,Referred to Revenue Court,2025-11-23
SC-21-012-004-001947-2,21-012-004-001947,Claimant 2,Step-son,True,Documented,Partition Deed,20.7,Verified,2025-11-23
SC-29-022-021-035895-1,29-022-021-035895,Claimant 1,Nephew,True,Undocumented,"Affidavit, unverified",32.0,Pending Verification,2025-08-26
SC-29-022-021-035895-2,29-022-021-035895,Claimant 2,Widow,False,Documented,Legal Heir Certificate,19.8,Verified,2025-08-26
SC-29-022-021-035895-3,29-022-021-035895,Claimant 3,Widow,True,Documented,Mutation Entry (RoR),14.9,Verified,2025-08-26
SC-29-022-021-035895-4,29-022-021-035895,Claimant 4,Daughter,True,Undocumented,"Affidavit, unverified",33.300000000000004,Pending Verification,2025-08-26
